question	answer
 Como deve ser declarada a área do imóvel rural ocupada por pastagem ainda em formação?  	 A área do imóvel rural ocupada por pastagem ainda em formação deve ser declarada como área de  pastagem, estando, contudo, sujeita a comprovação em procedimento fiscal.   (IN SRF n º 256, de 2002, art . 18, inciso I V)  DEFINIÇÃO  
 O que é área objeto de exploração extrativa?  	 Área objeto de exploração extrativa é aquela que serviu para a atividade de extração e coleta de produtos  vegetais nativos, não plantados, inclusive a exploração madeireira de florestas nativas, observados a  legislação ambiental e, se aplicáveis, os índices de rendimento por produto.   (Lei n º 9.393, de 1996, art. 10, § 1 º, inciso V , c; RITR/2002, art. 27; IN SRF n º 256, de 2002, art. 26)   MATAS E FLORESTAS NATIVAS  
 As matas e florestas nativas do imóvel rural, destinadas ao corte para produção de carvão, devem ser  informadas em que campo da DITR?  	 As matas e florestas nativas do imóvel rural, ou seja, aquelas não plantadas pelo hom em, destinadas ao  corte para produção de carvão, devem ser declaradas como área objeto de exploração extrativa.   ÍNDICE DE RENDIMENTO POR PRODUTO - CONCEITO  
 O que é índice de rendimento por produto?  	 O índice de rendimento por produto expressa a quantidade mínima que potencialmente deve ser colhida  em cada hectare de área utilizada com a atividade de exploração extrativa de um determinado produto.   ÍNDICE DE RENDIMENTO POR PRODUTO - UTILIZAÇÃO  
 Para que serve o índice de rendimento por produto?  	 O índice de rendimento por produto serve para medir a eficiência na exploração da atividade extrativa.  Ele  permite definir a quantidade mínima de produto que deve ser obtida de determinada área objeto de  exploração extrativa; abaixo daquela quantidade de produto, a área será considerada subutilizada , ou seja,  a produção extrativa potencial daquela área, pa ra aquele produto, é superior à produção que está sendo  efetivamente obtida.     ÍNDICE DE RENDIMENTO POR PRODUTO - DISPENSA  
 Quais os imóveis dispensados de aplicação dos índices de rendimento por produto?  	 Estão dispensados da aplicação dos índices de rendimento por produto os imóveis rurais com área inferior  a:  a) 1000ha (mil hectares), se localizados em municípios compreend idos na Amazônia Ocidental ou no  Pantanal mato -grossense e sul -mato -grossense;   b) 500ha (quinhentos hectares), se localizados em municípios compreendidos no Polígono das Secas ou  na Amazônia Oriental;   c) 200ha (duzentos hectares), se localizados em qualque r outro município;   Os imóveis sujeitos à aplicação de índices de rendimento por produto podem ter áreas dispensadas da  aplicação desses índices, quando estas foram exploradas mediante plano de manejo sustentado, desde  que aprovado pelo órgão ambiental comp etente, até 31 de dezembro do ano anterior ao de ocorrência do  fato gerador do ITR, e cujo cronograma esteja sendo cumprido pelo contribuinte.   Consulte as perguntas : 223, 224, 225 e 226    (Lei n º 9.393, de 1996, art. 10, §§ 3 º e 5º; RITR/2002, arts. 27, parágrafo único, e 28, § 2 º; IN SRF n º  256, de 2002, art. 26, §§ 2 º a 4º)  CÁLCULO DO GU - SUJEITA A ÍNDICE  
 Qual a área que se considera objeto de exploração extrativa, para cálculo do grau de utilização de imóvel  sujeito a índice de rendimento por produto?  	 Para fins de cálculo do grau de utilização do imóvel rural sujeito a índice de rendimento por produto,  considera -se área objeto de exploração extrativa a menor entre o somatório das áreas declaradas com  cada produto da atividade extrativa e o somatório dos quocientes entre a quantidade extraída de cada  produto declarado e  o respectivo índice de rendimento.   (RITR/2002, art. 28; IN SRF n º 256, de 2002, art. 27, § 1 º)  CÁLCULO DO GU - NÃO SUJEITA A ÍNDICE  
 Estando o imóvel dispensado da aplicaç ão de índices, qual a área que se considera objeto de exploração  extrativa, para cálculo do grau de utilização?  	 Caso o imóvel rural esteja dispensado da aplicação de índice de rendimento por produto considera -se área  objeto de exploração extrativa a área e fetivamente usada pelo contribuinte para tais fins.   (Lei n º 8.629, de 1993, art. 6 º, § 6 º; RITR/2002, art. 26; IN SRF n º 256, de 2002, art. 2 º, § 2 º)     ÁREA DE EXPLORAÇÃO EXTRATIVA   CÁLCULO DO GU - AUSÊNCIA DE  ÍNDICE  
 Na ausência de índice de rendimento para determinado produto vegetal ou florestal extrativo, qual a área  considerada como efetivamente utilizada?  	 Na ausência de índice de rendimento para determinado produto vegetal ou florestal extrativo, con sidera - se área de exploração extrativa, para fins de cálculo do grau de utilização, a área efetivamente utilizada  pelo contribuinte na sua exploração.   (Lei n º 8.629, de 1993, art. 6 º, § 6 º; RITR/2002, art. 28, § 1 º; IN SRF n º 256, de 2002, art. 27, § 2 º)  ÍNDICES A SEREM UTILIZADOS  
 Quais são os índices de rendimentos por produto a serem utilizados?  	 Aplicam -se, até ulterior ato em contrário, os índices constantes no Anexo II da Instrução Normativa SRF n º  256, de 11 de dezembro de 2002.   (IN SRF n º 256, de 2002, art. 26, § 1 º)  DEFINIÇÃO  
 Quais as áreas consideradas como utilizadas para exploração de atividade granjeira ou aquícola?  	 Consideram -se utilizadas para a exploração de atividade granjeira ou aquícola as áreas ocupadas com  benfeitorias, construções e instalações destinadas ou emp regadas diretamente na criação, entre outros,  de suínos, coelhos, bichos -da-seda, abelhas, aves, peixes, crustáceos, répteis e anfíbios.   Consulte a pergunta 154    (RITR/2002, art. 18, § 1 º; IN SRF n º 256, de 2002, art. 28)   ABELHA, EMA E AVESTRUZ  
 Qual é a área do imóvel rural a ser considerada utilizada pela atividade rural no caso de criação de  abelhas, emas e aves truzes?  	 Na apicultura, somente a área ocupada com as benfeitorias úteis e necessárias destinadas à exploração  da atividade (por ex.: barracão para processamento do mel) é considerada área utilizada pela atividade  rural.   No caso de criação de emas ou avestr uzes, como não existe índice de lotação para atividade granjeira,  será considerada como área utilizada pela atividade rural a totalidade da área efetivamente ocupada com  a criação, incluindo a de pastagem e a de forrageira de corte do próprio imóvel rural usada para consumo  desses animais.   (IN SRF n º 256, de 2002, art. 28, parágrafo único)      PROJETO TÉCNICO   REQUISITOS  
 Quais os requisitos exigidos para que a área total objeto de implantação de projeto téc nico seja  considerada utilizada?  	 Para que a área total objeto de implantação de projeto técnico seja considerada como área utilizada é  necessário que o projeto seja reconhecido e aprovado pelo Instituto Nacional de Colonização e Reforma  Agrária (Incra) e a tenda aos seguintes requisitos:   I - seja elaborado por profissional legalmente habilitado e identificado;   II - esteja cumprindo o cronograma físico -financeiro originalmente previsto;   III - preveja que, no mínimo, oitenta por cento da área total aproveitáve l do imóvel esteja utilizada pela  atividade rural em, no máximo, três anos para as culturas temporárias e cinco anos para as culturas  permanentes; e   IV - haja sido aprovado pelo órgão federal competente até 31 de dezembro do ano anterior ao de ocorrência  do fato gerador do ITR.   (Lei n º 8.629, de 1993, art. 7 º, com a redação dada pela Medida Provisória n º 2.183 -56, de 24 de  agosto de 2001, art. 4 º; Lei n º 9.393, de 1996, art. 10, § 1 º, inciso V, alínea “ e”; IN SRF n º 256, de  2002, art. 29)   PRAZO PARA APROVAÇÃO  
 Até que data o projeto técnico deve ser aprovado ? 	 Para que a área total objeto de implantação de projeto técnico seja considerada como área utilizada é  necessário que o projeto seja aprovado pelo órgão federal competente até 31 de dezembro do ano anterior  ao de ocorrência do fato gerador do ITR.   (IN SRF n º 256, de 2002, art. 29 , inciso I V)  PRAZO PARA UTILIZAÇÃO  
 Os prazos para a utilização pela atividade rural de, no mínimo, oitenta por cento da área total aproveitável  podem ser prorrogados?  	 Sim, os prazos poderão ser prorrogados em até cinquenta por cento, desde que o projeto receba,  anualmente, a aprovação do órgão competente e tenha sua implantação iniciada no prazo de seis meses,  contado de sua aprovação.   (Lei n º 8.629, de 1993, art. 7 º, parágrafo único; IN SRF n º 256, de 2002, art. 29 , inciso I II e §  1º)  ÁREA UTILIZADA  
 No caso de utilização dos oitenta por cento da área total aproveitável do imóvel, dentro dos prazos para  isso fixados, qual percentual da área objeto de implantação do pro jeto técnico será considerada como utilizada?  	 No caso de utilização dos oitenta por cento da área total aproveitável do imóvel, dentro dos prazos  previstos, considera -se efetivamente utilizada a área total do projeto técnico.   Nesse caso não se aplicarão, p ara a área de pastagem, os índices de lotação por zona de pecuária.      (IN SRF n º 256, de 2002, art. 29, § 2 º)  REQUISITOS NÃO ATENDIDOS  
 Se o projeto técnico não estiver atendendo aos requ isitos estabelecidos, como deverá ser declarada a  área objeto de implantação de projeto técnico?  	 Se o projeto técnico não estiver atendendo aos requisitos estabelecidos, a respectiva área deverá ser  declarada de acordo com a sua real utilização.   (IN SRF n º 256, de 2002, art. 29, § 3 º)  ENCERRAMENTO  
 Como deve ser declarada a área depois de encerrado o prazo de implantação do projeto técnico?  	 Encerrado o prazo de implantação do projeto téc nico as áreas deverão ser declaradas conforme sua  utilização no ano anterior ao de ocorrência do fato gerador.   (IN SRF n º 256, de 2002, art. 29, § 4 º)  DEFINIÇÃO  
 O que é estado de calamidade pública, para efeito s do ITR?  	 O estado de calamidade pública, para efeito s do ITR, é o reconhecimento pelo Poder Público local , por  decreto, com aprovação do Governo Federal, dos danos sofridos pelo município, em decorrência de evento  adverso de grande magnitude, do qual tenha decorrido frustração de safras ou destruição de pastagens.   Retorno ao sumá rio  CALAMIDADE PÚBLICA   REQUISITOS  
 Quais as condições exigidas para que uma área aproveitável situada em área de calamidade pública  seja considerada utilizada pela atividade rural?  	 No caso de calamidade pública, para que a área aproveitável do imóvel seja considerada efetivamente  utilizada pela atividade rural, é necessário que:   I - esteja, comprovadamente, situada em área de calamidade pública;   II - o estado de calamidade pública tenha sido decretado pelo Poder Público local no ano anterior ao de  ocorrência do fato gerador do ITR e reconhecido pelo Governo Federal, na forma do Capítulo V do Decreto  nº 10.593 , de 24 de dezembro de 2020 ; e  III - tenha sofrido frustração de safras ou destruição de pastagens em decorrência do evento motivador da  decretação  do estado de calamidade pública.   (IN SRF n º 256, de 2002, art. 18 , inciso I  e § 1 º)     CALAMIDADE PÚBLICA   SITUAÇÃO DE EMERGÊNCIA  
 Há diferença entre situação de emergência e estado de calamidade pública, para efeito do ITR?  	 Sim. Ocorre situação de emergência quando os danos causados pelo evento adverso são importantes e  os prejuízos vultosos, mas suportáveis e superáveis pela comu nidade afetada; já no estado de calamidade  pública, os danos provocados pelo evento adverso devem ser excepcionais.   Quando um município é atingido por um evento adverso de grande magnitude, por exemplo, prolongada  estiagem, inundação, granizo, vendaval, ab alo sísmico etc., dependendo da intensidade ou gravidade dos  danos, o prefeito pode decretar situação de emergência ou estado de calamidade pública.   DECRETADA PELO PREFEITO  
